"","PUBID_1997","KEY_SEX_1997","KEY_BDATE_M_1997","KEY_BDATE_Y_1997","CV_SAMPLE_TYPE_1997","SAMPLING_WEIGHT_CC_1997","CV_HGC_RES_DAD_1997","CV_HGC_RES_MOM_1997","KEY_RACE_ETHNICITY_1997","CV_HIGHEST_DEGREE_EVER_EDT_2017","SAMPLING_WEIGHT_CC_2017","degree_label","race"
"1",2,1,7,1982,1,272178,14,15,2,2,371306,"HS Diploma","Hispanic"
"2",3,2,9,1983,1,169357,NA,12,2,4,226514,"BA","Hispanic"
"3",4,2,2,1981,1,149099,NA,12,2,2,181644,"HS Diploma","Hispanic"
"4",5,1,10,1982,1,245150,12,12,2,2,334434,"HS Diploma","Hispanic"
"5",6,2,1,1982,1,218371,NA,12,2,2,285489,"HS Diploma","Hispanic"
"6",9,1,10,1982,1,313027,6,12,4,5,450563,"MA","Non-Black/Non-Hispanic"
"7",10,1,3,1984,1,322580,6,12,4,4,446683,"BA","Non-Black/Non-Hispanic"
"8",11,2,6,1982,1,218371,NA,14,2,4,285489,"BA","Hispanic"
"9",12,1,10,1981,1,262572,12,12,2,1,363659,"GED","Hispanic"
"10",13,1,11,1984,1,225943,NA,6,2,1,294922,"GED","Hispanic"
"11",14,1,7,1980,1,277820,12,12,2,1,393169,"GED","Hispanic"
"12",16,1,2,1982,1,99849,NA,11,2,3,136214,"AA","Hispanic"
"13",18,1,2,1982,1,96678,NA,15,1,1,127186,"GED","Black"
"14",20,1,12,1980,1,116518,NA,11,1,1,168996,"GED","Black"
"15",21,1,8,1982,1,99849,NA,13,2,1,136214,"GED","Hispanic"
"16",22,1,6,1982,1,99849,NA,11,2,2,136214,"HS Diploma","Hispanic"
"17",23,2,1,1983,1,91807,NA,10,2,3,122791,"AA","Hispanic"
"18",24,1,6,1984,1,99444,13,7,2,0,129804,"None","Hispanic"
"19",25,2,3,1983,1,99208,12,12,2,1,132690,"GED","Hispanic"
"20",26,1,10,1980,1,125910,NA,12,1,0,182619,"None","Black"
"21",27,1,5,1981,1,114180,NA,10,1,0,141425,"None","Black"
"22",28,2,11,1983,1,110561,16,12,1,4,137850,"BA","Black"
"23",31,1,7,1982,1,273066,12,12,4,4,393045,"BA","Non-Black/Non-Hispanic"
"24",32,2,7,1981,1,253941,16,16,4,4,352573,"BA","Non-Black/Non-Hispanic"
"25",33,2,12,1980,1,314483,16,14,4,4,431911,"BA","Non-Black/Non-Hispanic"
"26",34,2,12,1984,1,318843,9,16,4,4,406049,"BA","Non-Black/Non-Hispanic"
"27",35,1,1,1983,1,277640,NA,NA,4,4,387018,"BA","Non-Black/Non-Hispanic"
"28",36,2,8,1980,1,348666,16,15,4,3,478858,"AA","Non-Black/Non-Hispanic"
"29",37,2,11,1980,1,320649,11,NA,4,4,440380,"BA","Non-Black/Non-Hispanic"
"30",38,2,9,1981,1,258920,11,NA,4,4,359487,"BA","Non-Black/Non-Hispanic"
"31",39,1,2,1980,1,108588,NA,NA,2,4,153672,"BA","Hispanic"
"32",41,2,1,1983,1,275578,12,12,4,4,355133,"BA","Non-Black/Non-Hispanic"
"33",43,2,10,1981,1,97296,NA,NA,1,1,122277,"GED","Black"
"34",44,1,12,1981,1,100654,NA,NA,2,2,139405,"HS Diploma","Hispanic"
"35",45,2,2,1984,1,97883,NA,8,1,3,106157,"AA","Black"
"36",47,2,9,1982,1,102097,NA,NA,1,2,122082,"HS Diploma","Black"
"37",48,2,7,1983,1,96295,NA,NA,1,4,120063,"BA","Black"
"38",49,2,12,1982,1,102097,NA,12,1,2,122082,"HS Diploma","Black"
"39",50,2,2,1983,1,96295,NA,12,1,1,120063,"GED","Black"
"40",51,1,6,1980,1,109664,NA,12,1,2,159055,"HS Diploma","Black"
"41",52,1,12,1983,1,104863,NA,12,1,2,148918,"HS Diploma","Black"
"42",54,2,12,1984,1,97883,NA,NA,1,3,106157,"AA","Black"
"43",55,2,2,1981,1,76071,12,10,2,4,92676,"BA","Hispanic"
"44",56,2,2,1982,1,279754,16,18,4,5,348622,"MA","Non-Black/Non-Hispanic"
"45",57,1,12,1982,1,90991,12,12,1,2,119704,"HS Diploma","Black"
"46",58,1,11,1983,1,104863,12,12,1,2,148918,"HS Diploma","Black"
"47",59,2,4,1981,1,97296,NA,NA,1,2,122277,"HS Diploma","Black"
"48",61,2,5,1983,1,96295,NA,12,1,3,120063,"AA","Black"
"49",62,1,3,1980,1,113580,14,14,1,4,164736,"BA","Black"
"50",63,2,10,1984,1,101379,14,14,1,4,109949,"BA","Black"
"51",64,1,3,1980,1,113580,12,15,1,2,164736,"HS Diploma","Black"
"52",67,1,11,1980,1,113580,NA,18,1,6,164736,"PhD","Black"
"53",68,1,1,1981,1,102999,NA,18,1,2,127576,"HS Diploma","Black"
"54",69,2,7,1981,1,100771,12,16,1,4,126644,"BA","Black"
"55",70,1,8,1982,1,94241,12,16,1,4,123980,"BA","Black"
"56",71,1,1,1980,1,113580,NA,NA,1,2,164736,"HS Diploma","Black"
"57",72,2,4,1982,1,105744,12,11,1,3,126443,"AA","Black"
"58",75,1,1,1982,1,289129,8,NA,4,2,416165,"HS Diploma","Non-Black/Non-Hispanic"
"59",76,1,1,1982,1,289129,8,NA,4,2,416165,"HS Diploma","Non-Black/Non-Hispanic"
"60",78,2,7,1981,1,313374,NA,NA,4,3,435091,"AA","Non-Black/Non-Hispanic"
"61",79,1,12,1983,1,109775,14,NA,2,1,165989,"GED","Hispanic"
"62",80,1,6,1981,1,122722,NA,12,1,1,152005,"GED","Black"
"63",81,2,1,1984,1,120792,NA,12,1,0,131003,"None","Black"
"64",82,1,7,1984,1,86613,NA,NA,2,4,113055,"BA","Hispanic"
"65",84,2,2,1984,1,83226,NA,6,2,2,107786,"HS Diploma","Hispanic"
"66",85,1,2,1984,1,319696,NA,12,4,2,442690,"HS Diploma","Non-Black/Non-Hispanic"
"67",86,2,10,1980,1,357282,12,12,4,5,490691,"MA","Non-Black/Non-Hispanic"
"68",88,1,1,1981,1,297457,12,12,4,2,415204,"HS Diploma","Non-Black/Non-Hispanic"
"69",89,1,11,1981,1,268901,6,6,4,5,375344,"MA","Non-Black/Non-Hispanic"
"70",90,1,11,1981,1,237947,12,16,2,4,329554,"BA","Hispanic"
"71",91,2,9,1982,1,197891,12,16,2,4,258715,"BA","Hispanic"
"72",92,1,4,1983,1,261077,12,10,4,2,363930,"HS Diploma","Non-Black/Non-Hispanic"
"73",94,2,9,1980,1,80941,NA,10,1,3,97438,"AA","Black"
"74",97,1,6,1980,1,251167,12,12,2,4,355449,"BA","Hispanic"
"75",100,2,1,1981,1,101111,NA,10,1,1,127072,"GED","Black"
"76",102,2,4,1982,1,217367,12,12,2,4,284177,"BA","Hispanic"
"77",104,2,11,1980,1,336171,16,13,4,4,461698,"BA","Non-Black/Non-Hispanic"
"78",105,1,8,1983,1,267691,16,13,4,2,373150,"HS Diploma","Non-Black/Non-Hispanic"
"79",107,2,8,1982,1,299047,19,16,4,5,372665,"MA","Non-Black/Non-Hispanic"
"80",108,1,9,1984,1,300806,19,16,4,4,416533,"BA","Non-Black/Non-Hispanic"
"81",109,2,3,1982,1,299047,12,12,4,4,372665,"BA","Non-Black/Non-Hispanic"
"82",110,2,2,1984,1,307418,12,12,4,5,391499,"MA","Non-Black/Non-Hispanic"
"83",111,2,1,1981,1,271454,13,12,4,4,376889,"BA","Non-Black/Non-Hispanic"
"84",112,2,4,1984,1,306442,12,12,4,5,390256,"MA","Non-Black/Non-Hispanic"
"85",114,2,7,1982,1,298098,13,12,4,4,371483,"BA","Non-Black/Non-Hispanic"
"86",116,1,10,1984,1,112046,NA,12,1,2,166157,"HS Diploma","Black"
"87",117,1,10,1984,1,112046,NA,12,1,2,166157,"HS Diploma","Black"
"88",120,1,6,1982,1,277203,17,NA,4,5,399000,"MA","Non-Black/Non-Hispanic"
"89",121,1,12,1981,1,261824,14,14,4,2,365466,"HS Diploma","Non-Black/Non-Hispanic"
"90",122,1,6,1984,1,281400,14,14,4,2,389660,"HS Diploma","Non-Black/Non-Hispanic"
"91",126,1,5,1981,1,261824,NA,12,4,2,365466,"HS Diploma","Non-Black/Non-Hispanic"
"92",128,2,8,1982,1,288362,NA,16,4,4,359349,"BA","Non-Black/Non-Hispanic"
"93",129,2,8,1980,1,324159,17,16,4,4,445200,"BA","Non-Black/Non-Hispanic"
"94",133,1,7,1982,1,281468,16,16,4,4,405138,"BA","Non-Black/Non-Hispanic"
"95",137,2,5,1980,1,327319,NA,12,4,1,449540,"GED","Non-Black/Non-Hispanic"
"96",138,1,4,1984,1,297033,18,16,4,3,411307,"AA","Non-Black/Non-Hispanic"
"97",143,1,8,1981,1,127078,14,12,1,2,157401,"HS Diploma","Black"
"98",144,1,8,1982,1,116272,12,16,1,2,152964,"HS Diploma","Black"
"99",145,1,4,1984,1,135224,12,16,1,4,200527,"BA","Black"
"100",146,1,7,1984,1,135224,12,12,1,2,200527,"HS Diploma","Black"
"101",147,2,2,1984,1,317541,13,12,4,2,404391,"HS Diploma","Non-Black/Non-Hispanic"
"102",148,2,10,1982,1,116180,NA,6,1,1,138921,"GED","Black"
"103",149,2,4,1983,1,109578,NA,11,1,2,136623,"HS Diploma","Black"
"104",150,1,2,1984,1,120418,NA,11,1,2,178571,"HS Diploma","Black"
"105",152,1,5,1982,1,103541,14,12,1,2,136215,"HS Diploma","Black"
"106",153,2,2,1980,1,92105,12,10,1,2,110878,"HS Diploma","Black"
"107",155,1,2,1980,1,310475,18,14,4,4,457171,"BA","Non-Black/Non-Hispanic"
"108",157,2,3,1982,1,83710,12,12,2,4,109439,"BA","Hispanic"
"109",159,2,1,1980,1,102724,10,12,2,2,146272,"HS Diploma","Hispanic"
"110",160,2,1,1981,1,76071,NA,9,2,1,92676,"GED","Hispanic"
"111",161,1,1,1982,1,93976,NA,9,2,0,128202,"None","Hispanic"
"112",162,2,8,1981,1,97296,NA,NA,1,4,122277,"BA","Black"
"113",163,1,2,1983,1,104863,NA,NA,1,2,148918,"HS Diploma","Black"
"114",164,2,7,1981,1,271658,12,12,4,2,377172,"HS Diploma","Non-Black/Non-Hispanic"
"115",165,1,4,1980,1,319603,12,13,4,4,470612,"BA","Non-Black/Non-Hispanic"
"116",166,2,9,1982,1,299272,12,13,4,4,372945,"BA","Non-Black/Non-Hispanic"
"117",167,1,11,1984,1,232733,12,8,2,2,303785,"HS Diploma","Hispanic"
"118",169,2,1,1983,1,289135,20,12,4,1,372603,"GED","Non-Black/Non-Hispanic"
"119",170,2,8,1984,1,307648,20,12,4,4,391792,"BA","Non-Black/Non-Hispanic"
"120",171,2,7,1984,1,223632,11,12,2,2,289626,"HS Diploma","Hispanic"
"121",172,1,7,1983,1,254974,18,16,4,4,355422,"BA","Non-Black/Non-Hispanic"
"122",176,1,9,1982,1,278031,18,13,4,4,400191,"BA","Non-Black/Non-Hispanic"
"123",177,2,11,1980,1,320201,12,16,4,5,439764,"MA","Non-Black/Non-Hispanic"
"124",178,2,3,1980,1,320201,18,12,4,5,439764,"MA","Non-Black/Non-Hispanic"
"125",181,2,11,1982,1,284840,20,18,4,5,354961,"MA","Non-Black/Non-Hispanic"
"126",182,2,5,1984,1,292813,20,18,4,4,372900,"BA","Non-Black/Non-Hispanic"
"127",183,2,12,1980,1,320201,20,16,4,4,439764,"BA","Non-Black/Non-Hispanic"
"128",187,1,9,1983,1,206479,14,12,2,4,312214,"BA","Hispanic"
"129",190,1,10,1983,1,250421,NA,16,4,1,349075,"GED","Non-Black/Non-Hispanic"
"130",192,2,3,1982,1,203784,NA,15,2,2,266419,"HS Diploma","Hispanic"
"131",193,2,2,1981,1,236857,NA,12,1,2,297672,"HS Diploma","Black"
"132",194,2,10,1980,1,250072,NA,NA,2,2,356084,"HS Diploma","Hispanic"
"133",195,1,1,1983,1,255279,NA,14,1,2,362525,"HS Diploma","Black"
"134",197,2,12,1981,1,253941,17,14,4,5,352573,"MA","Non-Black/Non-Hispanic"
"135",198,2,7,1980,1,314483,NA,NA,4,2,431911,"HS Diploma","Non-Black/Non-Hispanic"
"136",199,1,6,1982,1,284212,16,17,4,4,409087,"BA","Non-Black/Non-Hispanic"
"137",200,1,8,1980,1,310954,NA,15,4,2,457876,"HS Diploma","Non-Black/Non-Hispanic"
"138",201,2,12,1983,1,281310,18,18,4,5,362520,"MA","Non-Black/Non-Hispanic"
"139",202,1,1,1982,1,290133,12,12,4,1,417610,"GED","Non-Black/Non-Hispanic"
"140",203,2,1,1984,1,305558,12,12,4,4,389131,"BA","Non-Black/Non-Hispanic"
"141",204,2,5,1981,1,269812,NA,15,4,2,374609,"HS Diploma","Non-Black/Non-Hispanic"
"142",206,1,2,1982,1,290133,10,10,4,4,417610,"BA","Non-Black/Non-Hispanic"
"143",211,2,6,1980,1,108227,4,4,2,4,154108,"BA","Hispanic"
"144",212,1,2,1980,1,112205,8,12,2,1,158791,"GED","Hispanic"
"145",213,2,4,1982,1,88194,8,12,2,3,115302,"AA","Hispanic"
"146",215,1,5,1981,1,106046,NA,12,2,2,146873,"HS Diploma","Hispanic"
"147",216,2,6,1980,1,108227,6,11,2,4,154108,"BA","Hispanic"
"148",217,2,11,1982,1,88194,12,NA,2,2,115302,"HS Diploma","Hispanic"
"149",219,1,3,1982,1,273066,15,18,3,4,393045,"BA","Mixed Race"
"150",221,2,9,1984,1,287584,12,14,4,3,366241,"AA","Non-Black/Non-Hispanic"
"151",222,1,1,1981,1,229052,12,9,2,3,317235,"AA","Hispanic"
"152",223,1,1,1981,1,229052,12,9,2,3,317235,"AA","Hispanic"
"153",224,2,10,1982,1,279754,12,NA,4,2,348622,"HS Diploma","Non-Black/Non-Hispanic"
"154",225,1,10,1980,1,298759,12,NA,4,2,439920,"HS Diploma","Non-Black/Non-Hispanic"
"155",226,2,3,1981,1,221410,NA,9,1,2,278258,"HS Diploma","Black"
"156",228,1,1,1984,1,303911,15,NA,4,4,420832,"BA","Non-Black/Non-Hispanic"
"157",229,2,2,1984,1,310591,NA,16,4,4,395540,"BA","Non-Black/Non-Hispanic"
"158",230,1,5,1984,1,107825,12,12,2,4,140743,"BA","Hispanic"
"159",231,1,11,1980,1,132582,12,NA,2,1,187629,"GED","Hispanic"
"160",232,1,6,1984,1,107825,NA,12,2,4,140743,"BA","Hispanic"
"161",234,2,8,1983,1,107568,NA,11,2,2,143872,"HS Diploma","Hispanic"
"162",235,2,8,1981,1,274256,15,10,4,4,380779,"BA","Non-Black/Non-Hispanic"
"163",236,2,12,1984,1,103608,NA,15,2,3,134183,"AA","Hispanic"
"164",237,1,3,1983,1,270454,13,14,4,4,377001,"BA","Non-Black/Non-Hispanic"
"165",238,2,8,1981,1,253941,NA,NA,4,4,352573,"BA","Non-Black/Non-Hispanic"
"166",239,1,9,1980,1,298759,18,18,4,2,439920,"HS Diploma","Non-Black/Non-Hispanic"
"167",240,2,4,1983,1,270278,18,18,4,4,348303,"BA","Non-Black/Non-Hispanic"
"168",241,2,2,1983,1,91489,16,18,2,5,122366,"MA","Hispanic"
"169",242,1,6,1984,1,91708,16,18,2,4,119706,"BA","Hispanic"
"170",243,2,2,1983,1,286177,12,12,3,2,368792,"HS Diploma","Mixed Race"
"171",244,1,3,1983,1,94188,12,12,2,2,142421,"HS Diploma","Hispanic"
"172",245,2,7,1984,1,304501,NA,NA,4,5,387784,"MA","Non-Black/Non-Hispanic"
"173",246,1,10,1980,1,112764,15,NA,2,5,159583,"MA","Hispanic"
"174",247,1,3,1982,1,335644,13,13,4,4,483117,"BA","Non-Black/Non-Hispanic"
"175",248,2,9,1983,1,332217,13,13,4,4,428123,"BA","Non-Black/Non-Hispanic"
"176",251,1,4,1982,1,308901,14,11,2,4,421403,"BA","Hispanic"
"177",252,2,7,1984,1,273566,14,11,2,5,354296,"MA","Hispanic"
"178",254,1,8,1981,1,277534,NA,18,4,2,387394,"HS Diploma","Non-Black/Non-Hispanic"
"179",255,2,7,1983,1,286495,NA,18,4,4,369201,"BA","Non-Black/Non-Hispanic"
"180",256,1,8,1980,1,316685,NA,NA,4,1,466315,"GED","Non-Black/Non-Hispanic"
"181",257,1,5,1984,1,298283,NA,NA,4,1,413039,"GED","Non-Black/Non-Hispanic"
"182",258,1,11,1982,1,289450,14,12,4,4,416627,"BA","Non-Black/Non-Hispanic"
"183",260,1,12,1980,1,112710,NA,14,1,4,163474,"BA","Black"
"184",262,1,9,1980,1,112710,NA,8,1,0,163474,"None","Black"
"185",263,1,7,1983,1,107776,NA,8,1,1,153054,"GED","Black"
"186",264,1,7,1982,1,280651,NA,NA,4,2,403962,"HS Diploma","Non-Black/Non-Hispanic"
"187",265,1,9,1983,1,202431,6,6,2,2,306092,"HS Diploma","Hispanic"
"188",266,2,12,1980,1,314483,14,12,4,3,431911,"AA","Non-Black/Non-Hispanic"
"189",267,2,12,1980,1,314483,12,13,4,5,431911,"MA","Non-Black/Non-Hispanic"
"190",268,1,12,1981,1,229052,12,11,2,3,317235,"AA","Hispanic"
"191",270,2,1,1984,1,287584,12,16,4,2,366241,"HS Diploma","Non-Black/Non-Hispanic"
"192",271,2,8,1982,1,279754,12,12,4,0,348622,"None","Non-Black/Non-Hispanic"
"193",272,2,9,1982,1,190493,NA,7,2,1,249043,"GED","Hispanic"
"194",275,1,12,1980,1,242354,NA,NA,2,0,342977,"None","Hispanic"
"195",278,1,9,1980,1,298759,16,14,4,2,439920,"HS Diploma","Non-Black/Non-Hispanic"
"196",279,1,4,1981,1,261824,18,16,4,5,365466,"MA","Non-Black/Non-Hispanic"
"197",280,1,5,1983,1,250421,18,16,4,5,349075,"MA","Non-Black/Non-Hispanic"
"198",281,1,12,1984,1,246284,NA,11,1,2,365222,"HS Diploma","Black"
"199",282,1,6,1980,1,305549,12,14,4,2,449918,"HS Diploma","Non-Black/Non-Hispanic"
"200",283,1,5,1984,1,287795,12,14,4,3,398516,"AA","Non-Black/Non-Hispanic"
"201",284,2,3,1981,1,226442,NA,12,1,3,284582,"AA","Black"
"202",285,1,2,1981,1,267775,9,11,4,2,373772,"HS Diploma","Non-Black/Non-Hispanic"
"203",286,2,9,1984,1,294120,14,12,4,4,374564,"BA","Non-Black/Non-Hispanic"
"204",287,1,5,1980,1,310710,12,12,4,2,457516,"HS Diploma","Non-Black/Non-Hispanic"
"205",290,2,1,1984,1,299087,12,14,4,2,380890,"HS Diploma","Non-Black/Non-Hispanic"
"206",291,2,6,1980,1,327062,12,12,4,2,449187,"HS Diploma","Non-Black/Non-Hispanic"
"207",292,2,9,1984,1,101798,12,14,1,2,110404,"HS Diploma","Black"
"208",294,1,5,1982,1,97735,12,12,2,5,133330,"MA","Hispanic"
"209",295,2,9,1984,1,86555,NA,8,2,2,112097,"HS Diploma","Hispanic"
"210",296,2,12,1981,1,173110,14,11,2,4,210896,"BA","Hispanic"
"211",298,2,6,1983,1,270278,16,18,4,2,348303,"HS Diploma","Non-Black/Non-Hispanic"
"212",299,1,5,1981,1,261824,12,12,4,2,365466,"HS Diploma","Non-Black/Non-Hispanic"
"213",300,2,5,1984,1,287584,12,13,4,4,366241,"BA","Non-Black/Non-Hispanic"
"214",301,2,12,1981,1,253941,NA,12,4,5,352573,"MA","Non-Black/Non-Hispanic"
"215",304,1,2,1983,1,289218,NA,NA,4,2,403157,"HS Diploma","Non-Black/Non-Hispanic"
"216",305,2,2,1983,1,312152,16,16,4,5,402266,"MA","Non-Black/Non-Hispanic"
"217",307,2,5,1980,1,363206,16,16,4,5,498826,"MA","Non-Black/Non-Hispanic"
"218",311,1,3,1982,1,315372,16,18,4,4,453939,"BA","Non-Black/Non-Hispanic"
"219",312,2,7,1982,1,323096,16,18,4,2,402634,"HS Diploma","Non-Black/Non-Hispanic"
"220",313,2,4,1981,1,293284,16,12,4,4,407197,"BA","Non-Black/Non-Hispanic"
"221",315,2,1,1982,1,323096,16,16,4,2,402634,"HS Diploma","Non-Black/Non-Hispanic"
"222",317,2,8,1980,1,269980,NA,NA,2,3,384431,"AA","Hispanic"
"223",321,1,10,1981,1,273208,12,12,4,2,381356,"HS Diploma","Non-Black/Non-Hispanic"
"224",322,2,6,1982,1,291917,NA,13,4,5,363780,"MA","Non-Black/Non-Hispanic"
"225",323,1,3,1980,1,311749,NA,14,4,2,459047,"HS Diploma","Non-Black/Non-Hispanic"
"226",325,1,9,1984,1,293634,NA,13,4,5,406601,"MA","Non-Black/Non-Hispanic"
"227",327,2,1,1983,1,270278,18,14,4,5,348303,"MA","Non-Black/Non-Hispanic"
"228",329,1,2,1984,1,281400,14,12,4,4,389660,"BA","Non-Black/Non-Hispanic"
"229",331,2,4,1980,1,320000,12,12,4,4,439488,"BA","Non-Black/Non-Hispanic"
"230",332,1,1,1980,1,304001,NA,20,4,5,447638,"MA","Non-Black/Non-Hispanic"
"231",333,2,8,1982,1,284662,NA,20,4,2,354738,"HS Diploma","Non-Black/Non-Hispanic"
"232",334,2,1,1984,1,292629,NA,20,4,4,372666,"BA","Non-Black/Non-Hispanic"
"233",335,2,6,1980,1,320000,12,12,4,4,439488,"BA","Non-Black/Non-Hispanic"
"234",336,1,2,1982,1,210695,16,18,1,5,277183,"MA","Black"
"235",337,1,7,1983,1,287717,16,16,4,2,401065,"HS Diploma","Non-Black/Non-Hispanic"
"236",338,2,4,1981,1,291762,20,18,4,5,405084,"MA","Non-Black/Non-Hispanic"
"237",339,2,9,1981,1,314403,11,10,4,4,436519,"BA","Non-Black/Non-Hispanic"
"238",340,1,12,1981,1,324163,9,11,4,5,452482,"MA","Non-Black/Non-Hispanic"
"239",341,1,12,1983,1,310045,9,11,4,4,432189,"BA","Non-Black/Non-Hispanic"
"240",342,1,3,1982,1,338082,16,NA,4,1,486627,"GED","Non-Black/Non-Hispanic"
"241",343,1,3,1984,1,348399,16,NA,4,1,482436,"GED","Non-Black/Non-Hispanic"
"242",344,1,3,1984,1,348399,16,NA,4,2,482436,"HS Diploma","Non-Black/Non-Hispanic"
"243",345,1,3,1984,1,348399,16,NA,4,1,482436,"GED","Non-Black/Non-Hispanic"
"244",347,1,9,1981,1,102553,6,6,2,2,142035,"HS Diploma","Hispanic"
"245",348,1,8,1983,1,90634,6,6,2,0,137046,"None","Hispanic"
"246",349,1,1,1984,1,88247,6,6,2,2,115188,"HS Diploma","Hispanic"
"247",354,2,7,1982,1,85289,11,11,2,2,111504,"HS Diploma","Hispanic"
"248",355,2,12,1980,1,104662,11,11,2,2,149032,"HS Diploma","Hispanic"
"249",356,2,10,1982,1,85289,11,10,2,2,111504,"HS Diploma","Hispanic"
"250",357,1,9,1981,1,102553,6,6,2,2,142035,"HS Diploma","Hispanic"
"251",358,1,2,1983,1,90634,6,6,2,3,137046,"AA","Hispanic"
"252",359,2,1,1983,1,88037,6,6,2,2,117749,"HS Diploma","Hispanic"
"253",362,2,4,1981,1,125911,4,4,2,2,153394,"HS Diploma","Hispanic"
"254",363,2,11,1983,1,143018,4,4,2,2,191286,"HS Diploma","Hispanic"
"255",365,2,2,1982,1,138554,NA,12,2,2,181141,"HS Diploma","Hispanic"
"256",366,2,8,1980,1,170026,9,8,2,4,242105,"BA","Hispanic"
"257",367,1,6,1981,1,166600,9,8,2,3,230739,"AA","Hispanic"
"258",368,2,4,1981,1,125911,3,6,2,2,153394,"HS Diploma","Hispanic"
"259",370,1,6,1981,1,166600,NA,NA,2,0,230739,"None","Hispanic"
"260",373,2,8,1984,1,137753,NA,10,2,2,178404,"HS Diploma","Hispanic"
"261",375,1,7,1982,1,105467,NA,14,1,2,138748,"HS Diploma","Black"
"262",376,1,3,1981,1,115268,9,12,1,2,142773,"HS Diploma","Black"
"263",377,2,12,1984,1,107059,12,11,1,2,116109,"HS Diploma","Black"
"264",378,1,2,1984,1,115742,16,13,1,2,171638,"HS Diploma","Black"
"265",382,2,1,1980,1,322345,NA,NA,4,4,442708,"BA","Non-Black/Non-Hispanic"
"266",385,1,12,1981,1,143356,6,8,2,2,198546,"HS Diploma","Hispanic"
"267",386,1,6,1980,1,151681,NA,NA,2,2,214658,"HS Diploma","Hispanic"
"268",387,2,1,1983,1,123064,NA,NA,2,1,164597,"GED","Hispanic"
"269",388,2,1,1982,1,119223,NA,5,2,0,155868,"None","Hispanic"
"270",390,2,3,1983,1,331705,NA,15,4,2,427463,"HS Diploma","Non-Black/Non-Hispanic"
"271",391,1,3,1980,1,366659,6,6,4,5,539901,"MA","Non-Black/Non-Hispanic"
"272",392,1,1,1980,1,111571,14,18,2,4,157894,"BA","Hispanic"
"273",393,1,9,1983,1,93192,NA,NA,2,3,140914,"AA","Hispanic"
"274",394,1,10,1984,1,90737,16,14,2,4,118439,"BA","Hispanic"
"275",395,1,8,1984,1,293634,NA,14,4,3,406601,"AA","Non-Black/Non-Hispanic"
"276",396,1,9,1983,1,261309,NA,NA,4,4,364253,"BA","Non-Black/Non-Hispanic"
"277",398,1,8,1980,1,252891,12,NA,2,2,357889,"HS Diploma","Hispanic"
"278",400,2,7,1982,1,291917,NA,12,3,4,363780,"BA","Mixed Race"
"279",401,1,6,1984,1,293634,13,NA,4,2,406601,"HS Diploma","Non-Black/Non-Hispanic"
"280",402,2,7,1984,1,321024,12,12,4,2,408827,"HS Diploma","Non-Black/Non-Hispanic"
"281",403,2,2,1984,1,248647,11,14,1,3,269665,"AA","Black"
"282",404,1,3,1980,1,333499,14,14,4,5,491073,"MA","Non-Black/Non-Hispanic"
"283",406,2,6,1983,1,301706,14,14,4,4,388804,"BA","Non-Black/Non-Hispanic"
"284",407,2,10,1981,1,84340,NA,NA,2,2,102749,"HS Diploma","Hispanic"
"285",408,1,5,1980,1,121584,NA,NA,1,2,176344,"HS Diploma","Black"
"286",409,2,12,1980,1,89739,NA,NA,1,2,108029,"HS Diploma","Black"
"287",411,2,2,1980,1,113890,NA,NA,2,2,162171,"HS Diploma","Hispanic"
"288",413,1,7,1980,1,121584,NA,13,1,2,176344,"HS Diploma","Black"
"289",414,2,7,1980,1,89739,NA,11,1,2,108029,"HS Diploma","Black"
"290",415,2,12,1981,1,283567,14,12,4,4,393707,"BA","Non-Black/Non-Hispanic"
"291",418,1,5,1983,1,279636,13,13,4,5,389801,"MA","Non-Black/Non-Hispanic"
"292",420,1,3,1980,1,304396,19,17,4,4,448220,"BA","Non-Black/Non-Hispanic"
"293",421,1,8,1982,1,278218,NA,16,4,2,400461,"HS Diploma","Non-Black/Non-Hispanic"
"294",422,1,1,1981,1,267061,20,18,3,4,372776,"BA","Mixed Race"
"295",423,2,1,1984,1,293336,20,18,3,3,373566,"AA","Mixed Race"
"296",424,2,6,1984,1,89974,17,17,2,4,116525,"BA","Hispanic"
"297",425,2,8,1982,1,302437,16,12,4,4,376889,"BA","Non-Black/Non-Hispanic"
"298",426,2,12,1980,1,111053,5,NA,2,2,158132,"HS Diploma","Hispanic"
"299",427,1,11,1981,1,108815,6,NA,2,2,150708,"HS Diploma","Hispanic"
"300",428,2,11,1984,1,89974,6,NA,2,1,116525,"GED","Hispanic"
"301",429,1,1,1981,1,283053,11,12,4,0,395099,"None","Non-Black/Non-Hispanic"
"302",432,1,2,1981,1,107254,15,16,2,2,148546,"HS Diploma","Hispanic"
"303",433,2,9,1984,1,88683,15,16,2,3,114854,"AA","Hispanic"
"304",434,1,4,1982,1,290972,16,16,4,2,418818,"HS Diploma","Non-Black/Non-Hispanic"
"305",436,2,2,1982,1,89199,6,6,2,0,116615,"None","Hispanic"
"306",437,2,7,1981,1,79308,NA,NA,2,2,96619,"HS Diploma","Hispanic"
"307",438,1,3,1983,1,92741,NA,NA,2,2,140232,"HS Diploma","Hispanic"
"308",439,2,5,1984,1,86767,NA,NA,2,1,112373,"GED","Hispanic"
"309",443,1,6,1980,1,111031,NA,12,2,2,157131,"HS Diploma","Hispanic"
