"","PUBID_1997","KEY_SEX_1997","KEY_BDATE_M_1997","KEY_BDATE_Y_1997","CV_SAMPLE_TYPE_1997","SAMPLING_WEIGHT_CC_1997","CV_HGC_RES_DAD_1997","CV_HGC_RES_MOM_1997","KEY_RACE_ETHNICITY_1997","CV_HIGHEST_DEGREE_EVER_EDT_2017","SAMPLING_WEIGHT_CC_2017","degree_label","race"
"1266",1791,1,1,1982,1,90991,15,12,1,1,119704,"GED","Black"
"1267",1793,2,3,1983,1,96295,14,17,1,3,120063,"AA","Black"
"1268",1794,1,3,1983,1,104863,14,17,1,2,148918,"HS Diploma","Black"
"1269",1795,1,11,1981,1,99447,NA,16,1,2,123177,"HS Diploma","Black"
"1270",1797,1,8,1983,1,258910,14,14,4,4,360908,"BA","Non-Black/Non-Hispanic"
"1271",1798,2,7,1983,1,279440,12,12,4,2,360110,"HS Diploma","Non-Black/Non-Hispanic"
"1272",1800,2,5,1981,1,262549,13,10,4,1,364525,"GED","Non-Black/Non-Hispanic"
"1273",1801,2,8,1980,1,325143,15,12,4,1,446552,"GED","Non-Black/Non-Hispanic"
"1274",1804,2,4,1983,1,279440,12,12,4,3,360110,"AA","Non-Black/Non-Hispanic"
"1275",1805,1,2,1984,1,261571,18,14,1,5,387891,"MA","Black"
"1276",1808,1,3,1984,1,305658,NA,13,4,4,423251,"BA","Non-Black/Non-Hispanic"
"1277",1809,1,11,1981,1,284395,16,16,4,5,396972,"MA","Non-Black/Non-Hispanic"
"1278",1810,1,7,1983,1,272009,16,16,4,5,379168,"MA","Non-Black/Non-Hispanic"
"1279",1811,1,10,1984,1,305658,16,16,4,5,423251,"MA","Non-Black/Non-Hispanic"
"1280",1812,2,8,1983,1,293578,13,20,4,5,378329,"MA","Non-Black/Non-Hispanic"
"1281",1813,1,6,1981,1,284395,15,12,4,2,396972,"HS Diploma","Non-Black/Non-Hispanic"
"1282",1814,2,4,1983,1,293578,15,12,4,2,378329,"HS Diploma","Non-Black/Non-Hispanic"
"1283",1815,1,8,1980,1,324514,16,14,4,4,477844,"BA","Non-Black/Non-Hispanic"
"1284",1816,1,8,1980,1,263247,16,14,2,2,372544,"HS Diploma","Hispanic"
"1285",1817,1,4,1983,1,272009,16,16,4,4,379168,"BA","Non-Black/Non-Hispanic"
"1286",1818,2,3,1983,1,98184,12,12,1,2,122417,"HS Diploma","Black"
"1287",1819,1,7,1981,1,266958,NA,12,4,3,372632,"AA","Non-Black/Non-Hispanic"
"1288",1820,1,4,1981,1,261824,NA,16,4,4,365466,"BA","Non-Black/Non-Hispanic"
"1289",1823,1,1,1984,1,322437,NA,12,4,2,446485,"HS Diploma","Non-Black/Non-Hispanic"
"1290",1824,2,12,1982,1,320551,18,16,4,4,399463,"BA","Non-Black/Non-Hispanic"
"1291",1825,1,6,1984,1,322437,12,12,4,4,446485,"BA","Non-Black/Non-Hispanic"
"1292",1826,1,10,1981,1,300007,16,16,4,5,418763,"MA","Non-Black/Non-Hispanic"
"1293",1827,1,1,1982,1,312888,16,12,4,3,450364,"AA","Non-Black/Non-Hispanic"
"1294",1828,1,7,1983,1,286940,16,12,4,4,399982,"BA","Non-Black/Non-Hispanic"
"1295",1829,2,3,1983,1,309694,20,20,4,4,399097,"BA","Non-Black/Non-Hispanic"
"1296",1830,1,11,1980,1,342328,20,18,4,5,504075,"MA","Non-Black/Non-Hispanic"
"1297",1831,1,9,1983,1,286940,20,14,4,4,399982,"BA","Non-Black/Non-Hispanic"
"1298",1833,2,10,1983,1,270278,10,9,4,2,348303,"HS Diploma","Non-Black/Non-Hispanic"
"1299",1834,1,12,1983,1,250421,12,13,4,3,349075,"AA","Non-Black/Non-Hispanic"
"1300",1836,1,7,1982,1,278420,NA,16,4,2,400751,"HS Diploma","Non-Black/Non-Hispanic"
"1301",1837,2,3,1981,1,258920,18,20,4,4,359487,"BA","Non-Black/Non-Hispanic"
"1302",1838,1,5,1981,1,266958,17,18,4,2,372632,"HS Diploma","Non-Black/Non-Hispanic"
"1303",1839,2,8,1980,1,86354,18,18,1,2,103955,"HS Diploma","Black"
"1304",1840,2,11,1982,1,108926,18,18,1,4,130247,"BA","Black"
"1305",1841,2,11,1984,1,104429,18,18,1,4,113257,"BA","Black"
"1306",1843,1,5,1982,1,291329,11,10,4,3,419331,"AA","Non-Black/Non-Hispanic"
"1307",1844,2,8,1983,1,288354,11,10,4,4,371598,"BA","Non-Black/Non-Hispanic"
"1308",1845,1,5,1983,1,111876,NA,11,1,1,158877,"GED","Black"
"1309",1846,2,11,1984,1,104429,NA,11,1,2,113257,"HS Diploma","Black"
"1310",1847,1,5,1983,1,120821,NA,16,1,4,171579,"BA","Black"
"1311",1851,1,5,1982,1,104837,16,12,1,2,137920,"HS Diploma","Black"
"1312",1853,1,5,1981,1,255222,16,20,1,4,316122,"BA","Black"
"1313",1854,1,3,1980,1,305254,12,11,4,2,449483,"HS Diploma","Non-Black/Non-Hispanic"
"1314",1856,2,7,1981,1,279335,16,16,4,5,387831,"MA","Non-Black/Non-Hispanic"
"1315",1857,1,3,1984,1,309539,16,16,4,4,428626,"BA","Non-Black/Non-Hispanic"
"1316",1859,1,6,1981,1,288007,16,16,4,3,402013,"AA","Non-Black/Non-Hispanic"
"1317",1860,2,2,1980,1,345931,14,12,4,4,475102,"BA","Non-Black/Non-Hispanic"
"1318",1861,1,4,1981,1,288007,14,12,4,4,402013,"BA","Non-Black/Non-Hispanic"
"1319",1864,2,4,1981,1,279335,17,18,4,4,387831,"BA","Non-Black/Non-Hispanic"
"1320",1865,2,2,1981,1,287800,12,11,4,2,399583,"HS Diploma","Non-Black/Non-Hispanic"
"1321",1866,2,2,1982,1,317054,NA,13,4,2,395105,"HS Diploma","Non-Black/Non-Hispanic"
"1322",1867,1,9,1982,1,309475,13,14,3,3,445451,"AA","Mixed Race"
"1323",1868,1,11,1984,1,318919,13,14,3,4,441614,"BA","Mixed Race"
"1324",1869,1,5,1983,1,283810,14,14,3,1,395619,"GED","Mixed Race"
"1325",1870,2,8,1984,1,325929,14,14,3,2,415073,"HS Diploma","Mixed Race"
"1326",1871,1,9,1983,1,283810,12,11,3,2,395619,"HS Diploma","Mixed Race"
"1327",1872,1,12,1981,1,259593,NA,13,2,1,359532,"GED","Hispanic"
"1328",1873,1,3,1980,1,338594,12,11,4,2,498576,"HS Diploma","Non-Black/Non-Hispanic"
"1329",1874,2,6,1982,1,317054,12,11,4,3,395105,"AA","Non-Black/Non-Hispanic"
"1330",1875,2,1,1984,1,325929,NA,NA,4,2,415073,"HS Diploma","Non-Black/Non-Hispanic"
"1331",1876,2,3,1981,1,253941,16,16,4,2,352573,"HS Diploma","Non-Black/Non-Hispanic"
"1332",1877,2,10,1981,1,253941,12,12,4,0,352573,"None","Non-Black/Non-Hispanic"
"1333",1878,1,8,1984,1,281400,12,12,4,2,389660,"HS Diploma","Non-Black/Non-Hispanic"
"1334",1879,1,11,1983,1,250421,14,NA,4,1,349075,"GED","Non-Black/Non-Hispanic"
"1335",1880,2,5,1982,1,279754,NA,12,4,5,348622,"MA","Non-Black/Non-Hispanic"
"1336",1881,1,1,1980,1,298759,12,NA,3,1,439920,"GED","Mixed Race"
"1337",1882,1,1,1981,1,274097,17,13,4,3,382598,"AA","Non-Black/Non-Hispanic"
"1338",1883,2,6,1984,1,301065,17,13,4,2,383408,"HS Diploma","Non-Black/Non-Hispanic"
"1339",1885,1,4,1983,1,262159,17,17,4,5,365438,"MA","Non-Black/Non-Hispanic"
"1340",1886,1,2,1984,1,294590,13,13,4,2,407925,"HS Diploma","Non-Black/Non-Hispanic"
"1341",1893,2,6,1982,1,292867,12,12,4,4,364964,"BA","Non-Black/Non-Hispanic"
"1342",1894,2,10,1980,1,342069,14,13,4,2,469798,"HS Diploma","Non-Black/Non-Hispanic"
"1343",1895,1,3,1983,1,272387,14,13,4,2,379696,"HS Diploma","Non-Black/Non-Hispanic"
"1344",1896,1,1,1982,1,297019,14,NA,4,2,427522,"HS Diploma","Non-Black/Non-Hispanic"
"1345",1898,2,10,1984,1,312811,16,16,4,4,398367,"BA","Non-Black/Non-Hispanic"
"1346",1900,2,7,1983,1,293987,12,12,4,2,378856,"HS Diploma","Non-Black/Non-Hispanic"
"1347",1901,2,10,1980,1,342069,14,NA,4,2,469798,"HS Diploma","Non-Black/Non-Hispanic"
"1348",1902,1,1,1984,1,306084,14,NA,4,3,423840,"AA","Non-Black/Non-Hispanic"
"1349",1903,2,6,1981,1,276216,12,12,4,4,383501,"BA","Non-Black/Non-Hispanic"
"1350",1904,1,2,1983,1,243040,12,12,2,4,367496,"BA","Hispanic"
"1351",1905,1,3,1981,1,284791,18,15,4,2,397525,"HS Diploma","Non-Black/Non-Hispanic"
"1352",1908,2,5,1981,1,276216,NA,13,4,3,383501,"AA","Non-Black/Non-Hispanic"
"1353",1909,2,12,1984,1,312811,NA,13,4,4,398367,"BA","Non-Black/Non-Hispanic"
"1354",1911,1,5,1982,1,289320,12,13,4,2,416440,"HS Diploma","Non-Black/Non-Hispanic"
"1355",1912,2,9,1982,1,296406,NA,13,4,2,369374,"HS Diploma","Non-Black/Non-Hispanic"
"1356",1914,1,10,1980,1,242354,NA,14,2,3,342977,"AA","Hispanic"
"1357",1916,2,5,1983,1,303470,12,12,4,2,391077,"HS Diploma","Non-Black/Non-Hispanic"
"1358",1918,1,7,1982,1,306600,16,14,4,4,441313,"BA","Non-Black/Non-Hispanic"
"1359",1921,2,6,1983,1,303470,16,16,4,2,391077,"HS Diploma","Non-Black/Non-Hispanic"
"1360",1923,2,10,1981,1,285126,NA,16,4,4,395872,"BA","Non-Black/Non-Hispanic"
"1361",1924,2,11,1983,1,303470,14,13,4,2,391077,"HS Diploma","Non-Black/Non-Hispanic"
"1362",1925,1,5,1980,1,335449,12,13,4,5,493945,"MA","Non-Black/Non-Hispanic"
"1363",1928,2,12,1981,1,173110,NA,12,2,0,210896,"None","Hispanic"
"1364",1929,1,11,1983,1,202431,NA,12,2,2,306092,"HS Diploma","Hispanic"
"1365",1930,2,7,1984,1,189392,NA,9,2,1,245282,"GED","Hispanic"
"1366",1932,2,8,1981,1,258824,13,16,4,5,359354,"MA","Non-Black/Non-Hispanic"
"1367",1934,2,3,1981,1,258824,14,NA,4,1,359354,"GED","Non-Black/Non-Hispanic"
"1368",1935,1,10,1980,1,298759,NA,13,4,1,439920,"GED","Non-Black/Non-Hispanic"
"1369",1937,1,9,1980,1,242354,NA,13,2,5,342977,"MA","Hispanic"
"1370",1938,1,10,1981,1,229052,NA,13,2,5,317235,"MA","Hispanic"
"1371",1939,2,8,1981,1,173110,NA,NA,2,0,210896,"None","Hispanic"
"1372",1941,2,12,1980,1,233763,11,5,2,0,332861,"None","Hispanic"
"1373",1942,2,9,1983,1,196630,11,5,2,3,262991,"AA","Hispanic"
"1374",1943,1,6,1981,1,281585,20,17,4,4,393049,"BA","Non-Black/Non-Hispanic"
"1375",1945,1,4,1980,1,128860,NA,NA,1,2,186897,"HS Diploma","Black"
"1376",1946,2,3,1983,1,290677,11,12,4,2,374590,"HS Diploma","Non-Black/Non-Hispanic"
"1377",1947,2,4,1983,1,290677,13,13,4,2,374590,"HS Diploma","Non-Black/Non-Hispanic"
"1378",1948,1,8,1983,1,269320,12,10,4,0,375421,"None","Non-Black/Non-Hispanic"
"1379",1949,1,2,1983,1,123219,NA,16,1,2,174984,"HS Diploma","Black"
"1380",1950,2,6,1982,1,300867,13,13,4,4,374933,"BA","Non-Black/Non-Hispanic"
"1381",1953,2,8,1982,1,90410,3,3,2,2,118199,"HS Diploma","Hispanic"
"1382",1954,2,9,1984,1,105717,NA,NA,1,0,114654,"None","Black"
"1383",1956,2,7,1982,1,110269,NA,12,1,2,131854,"HS Diploma","Black"
"1384",1957,1,10,1981,1,108711,NA,10,2,2,150563,"HS Diploma","Hispanic"
"1385",1958,1,2,1984,1,93545,NA,10,2,2,122104,"HS Diploma","Hispanic"
"1386",1959,2,3,1980,1,118441,8,12,1,6,171786,"PhD","Black"
"1387",1960,1,1,1984,1,197099,4,3,2,2,257272,"HS Diploma","Hispanic"
"1388",1961,1,1,1984,1,197099,4,3,2,2,257272,"HS Diploma","Hispanic"
"1389",1962,2,6,1984,1,322094,14,13,4,3,410190,"AA","Non-Black/Non-Hispanic"
"1390",1963,1,4,1984,1,315167,12,12,4,1,436419,"GED","Non-Black/Non-Hispanic"
"1391",1964,2,7,1982,1,313324,NA,15,4,3,390457,"AA","Non-Black/Non-Hispanic"
"1392",1966,1,6,1981,1,256539,16,13,2,2,355303,"HS Diploma","Hispanic"
"1393",1967,1,2,1981,1,256539,13,13,2,2,355303,"HS Diploma","Hispanic"
"1394",1968,1,9,1983,1,226723,13,13,2,2,342823,"HS Diploma","Hispanic"
"1395",1969,2,11,1984,1,212119,13,13,2,4,274715,"BA","Hispanic"
"1396",1970,1,11,1984,1,305348,14,16,3,3,422822,"AA","Mixed Race"
"1397",1971,2,2,1980,1,199868,14,12,1,3,240605,"AA","Black"
"1398",1972,2,2,1983,1,237783,14,12,1,4,296472,"BA","Black"
"1399",1973,1,12,1984,1,305348,16,15,4,2,422822,"HS Diploma","Non-Black/Non-Hispanic"
"1400",1974,1,10,1984,1,303911,10,13,4,2,420832,"HS Diploma","Non-Black/Non-Hispanic"
"1401",1975,1,1,1982,1,230963,12,12,2,2,315080,"HS Diploma","Hispanic"
"1402",1976,1,12,1984,1,212867,12,12,2,2,277854,"HS Diploma","Hispanic"
"1403",1978,2,7,1982,1,205733,NA,10,2,1,268967,"GED","Hispanic"
"1404",1979,1,3,1984,1,303911,NA,13,4,3,420832,"AA","Non-Black/Non-Hispanic"
"1405",1980,2,9,1980,1,233763,12,12,2,0,332861,"None","Hispanic"
"1406",1981,1,8,1981,1,229052,12,12,2,2,317235,"HS Diploma","Hispanic"
"1407",1982,1,6,1983,1,202431,9,9,2,4,306092,"BA","Hispanic"
"1408",1983,2,5,1982,1,232336,12,14,1,3,277815,"AA","Black"
"1409",1984,2,9,1984,1,222746,12,14,1,4,241575,"BA","Black"
"1410",1985,1,11,1980,1,298759,15,NA,4,4,439920,"BA","Non-Black/Non-Hispanic"
"1411",1987,2,10,1981,1,173110,13,9,2,0,210896,"None","Hispanic"
"1412",1989,2,3,1981,1,274256,NA,14,4,1,380779,"GED","Non-Black/Non-Hispanic"
"1413",1990,1,3,1980,1,261742,13,17,2,4,370415,"BA","Hispanic"
"1414",1991,2,12,1983,1,196630,14,18,2,5,262991,"MA","Hispanic"
"1415",1992,2,7,1981,1,253941,NA,14,4,2,352573,"HS Diploma","Non-Black/Non-Hispanic"
"1416",1993,1,12,1983,1,250421,NA,14,4,0,349075,"None","Non-Black/Non-Hispanic"
"1417",1994,1,12,1984,1,287028,14,16,4,2,397453,"HS Diploma","Non-Black/Non-Hispanic"
"1418",1995,2,3,1980,1,340155,16,NA,4,4,467169,"BA","Non-Black/Non-Hispanic"
"1419",1998,2,1,1984,1,204852,6,14,2,5,265305,"MA","Hispanic"
"1420",2001,2,1,1982,1,371048,8,9,4,1,462391,"GED","Non-Black/Non-Hispanic"
"1421",2002,2,10,1983,1,358480,9,10,4,1,461968,"GED","Non-Black/Non-Hispanic"
"1422",2003,1,5,1983,1,332143,10,9,4,2,462992,"HS Diploma","Non-Black/Non-Hispanic"
"1423",2004,2,2,1981,1,336811,NA,11,4,1,467632,"GED","Non-Black/Non-Hispanic"
"1424",2005,1,6,1983,1,332143,NA,11,4,1,462992,"GED","Non-Black/Non-Hispanic"
"1425",2006,1,5,1982,1,362178,NA,12,4,4,521310,"BA","Non-Black/Non-Hispanic"
"1426",2007,2,10,1981,1,336811,12,9,4,0,467632,"None","Non-Black/Non-Hispanic"
"1427",2008,2,10,1982,1,371048,12,9,4,0,462391,"None","Non-Black/Non-Hispanic"
"1428",2009,1,6,1981,1,347268,9,9,4,0,484732,"None","Non-Black/Non-Hispanic"
"1429",2010,1,1,1984,1,373231,9,9,4,0,516821,"None","Non-Black/Non-Hispanic"
"1430",2012,2,8,1984,1,381434,NA,12,4,2,485759,"HS Diploma","Non-Black/Non-Hispanic"
"1431",2013,1,2,1984,1,373231,11,NA,4,3,516821,"AA","Non-Black/Non-Hispanic"
"1432",2014,1,12,1982,1,362178,7,NA,4,0,521310,"None","Non-Black/Non-Hispanic"
"1433",2015,2,5,1981,1,233698,NA,11,1,1,293702,"GED","Black"
"1434",2016,2,5,1981,1,233698,NA,11,1,1,293702,"GED","Black"
"1435",2017,2,10,1981,1,123321,NA,12,1,4,154984,"BA","Black"
"1436",2018,1,7,1981,1,126048,10,10,1,1,156124,"GED","Black"
"1437",2019,1,8,1981,1,126048,NA,12,1,1,156124,"GED","Black"
"1438",2020,2,1,1983,1,122053,NA,10,1,2,152178,"HS Diploma","Black"
"1439",2022,2,12,1980,1,102591,NA,NA,1,4,123501,"BA","Black"
"1440",2025,2,8,1984,1,282327,12,13,1,4,306192,"BA","Black"
"1441",2028,2,5,1983,1,308889,16,16,4,4,398061,"BA","Non-Black/Non-Hispanic"
"1442",2029,1,1,1984,1,321599,12,12,4,1,445325,"GED","Non-Black/Non-Hispanic"
"1443",2030,1,11,1980,1,285206,NA,18,1,4,413660,"BA","Black"
"1444",2031,2,10,1980,1,359409,12,12,4,0,493612,"None","Non-Black/Non-Hispanic"
"1445",2032,1,1,1984,1,275213,NA,NA,1,2,408121,"HS Diploma","Black"
"1446",2033,2,3,1984,1,328668,16,12,4,4,418561,"BA","Non-Black/Non-Hispanic"
"1447",2035,1,12,1981,1,442393,14,14,4,2,617512,"HS Diploma","Non-Black/Non-Hispanic"
"1448",2036,2,2,1984,1,124065,12,15,1,1,134553,"GED","Black"
"1449",2037,1,12,1980,1,134986,12,12,2,4,191031,"BA","Hispanic"
"1450",2038,2,4,1982,1,129407,12,12,1,1,154737,"GED","Black"
"1451",2039,2,7,1984,1,309289,13,13,4,3,393882,"AA","Non-Black/Non-Hispanic"
"1452",2041,1,5,1983,1,269320,16,16,4,1,375421,"GED","Non-Black/Non-Hispanic"
"1453",2042,1,8,1981,1,281585,18,12,4,4,393049,"BA","Non-Black/Non-Hispanic"
"1454",2043,1,5,1984,1,302637,18,12,4,4,419068,"BA","Non-Black/Non-Hispanic"
"1455",2046,1,12,1980,1,321307,16,20,4,4,473121,"BA","Non-Black/Non-Hispanic"
"1456",2048,1,5,1980,1,321307,20,NA,4,5,473121,"MA","Non-Black/Non-Hispanic"
"1457",2050,1,3,1981,1,281585,16,13,4,5,393049,"MA","Non-Black/Non-Hispanic"
"1458",2051,1,9,1982,1,293675,16,13,4,4,422708,"BA","Non-Black/Non-Hispanic"
"1459",2052,2,2,1980,1,338218,20,13,4,5,464508,"MA","Non-Black/Non-Hispanic"
"1460",2055,2,11,1983,1,290677,19,15,4,5,374590,"MA","Non-Black/Non-Hispanic"
"1461",2056,2,2,1984,1,309289,16,13,4,4,393882,"BA","Non-Black/Non-Hispanic"
"1462",2057,1,3,1982,1,293675,16,18,4,4,422708,"BA","Non-Black/Non-Hispanic"
"1463",2059,2,1,1980,1,338218,16,20,4,5,464508,"MA","Non-Black/Non-Hispanic"
"1464",2061,2,6,1980,1,338218,10,16,4,5,464508,"MA","Non-Black/Non-Hispanic"
"1465",2062,1,6,1983,1,269320,19,18,4,5,375421,"MA","Non-Black/Non-Hispanic"
"1466",2063,2,10,1981,1,273106,17,18,4,4,379183,"BA","Non-Black/Non-Hispanic"
"1467",2067,2,9,1983,1,342352,19,16,4,3,441184,"AA","Non-Black/Non-Hispanic"
"1468",2068,1,10,1983,1,317200,NA,20,4,4,442162,"BA","Non-Black/Non-Hispanic"
"1469",2069,2,11,1984,1,364273,NA,20,4,5,463905,"MA","Non-Black/Non-Hispanic"
"1470",2071,1,11,1983,1,317200,16,13,4,4,442162,"BA","Non-Black/Non-Hispanic"
"1471",2073,1,4,1980,1,378429,NA,18,4,4,557232,"BA","Non-Black/Non-Hispanic"
"1472",2074,1,6,1982,1,289129,14,14,4,5,416165,"MA","Non-Black/Non-Hispanic"
"1473",2075,2,6,1982,1,296210,14,13,4,4,369129,"BA","Non-Black/Non-Hispanic"
"1474",2077,2,2,1984,1,304501,NA,12,4,5,387784,"MA","Non-Black/Non-Hispanic"
"1475",2079,2,8,1981,1,268878,12,12,4,4,373313,"BA","Non-Black/Non-Hispanic"
"1476",2080,2,12,1982,1,296210,12,12,4,4,369129,"BA","Non-Black/Non-Hispanic"
"1477",2081,1,3,1984,1,281400,16,12,4,5,389660,"MA","Non-Black/Non-Hispanic"
"1478",2083,2,8,1981,1,253941,19,13,4,5,352573,"MA","Non-Black/Non-Hispanic"
"1479",2084,2,9,1982,1,279754,19,13,4,5,348622,"MA","Non-Black/Non-Hispanic"
"1480",2087,1,6,1983,1,271289,12,12,4,4,378165,"BA","Non-Black/Non-Hispanic"
"1481",2088,1,2,1980,1,323656,NA,13,4,2,476580,"HS Diploma","Non-Black/Non-Hispanic"
"1482",2089,1,1,1981,1,283643,16,16,4,5,395922,"MA","Non-Black/Non-Hispanic"
"1483",2090,2,4,1983,1,292801,16,16,4,5,377328,"MA","Non-Black/Non-Hispanic"
"1484",2092,1,12,1982,1,295821,16,16,4,5,425798,"MA","Non-Black/Non-Hispanic"
"1485",2095,1,11,1982,1,302116,12,13,4,2,434858,"HS Diploma","Non-Black/Non-Hispanic"
"1486",2096,1,2,1983,1,277061,16,16,4,2,386211,"HS Diploma","Non-Black/Non-Hispanic"
"1487",2097,2,6,1980,1,224936,NA,12,1,1,270783,"GED","Black"
"1488",2098,2,3,1981,1,104028,NA,NA,1,1,130738,"GED","Black"
"1489",2101,2,7,1984,1,104656,NA,NA,1,2,113503,"HS Diploma","Black"
"1490",2102,2,1,1980,1,86542,NA,12,1,1,104181,"GED","Black"
"1491",2103,2,6,1984,1,104656,NA,12,1,2,113503,"HS Diploma","Black"
"1492",2104,2,11,1984,1,104656,NA,12,1,2,113503,"HS Diploma","Black"
"1493",2105,2,2,1981,1,115397,11,12,1,3,145026,"AA","Black"
"1494",2106,2,7,1981,1,301186,17,18,3,4,418168,"BA","Mixed Race"
"1495",2107,2,7,1982,1,121092,NA,13,1,4,144796,"BA","Black"
"1496",2108,1,5,1982,1,107919,NA,12,1,2,141975,"HS Diploma","Black"
"1497",2109,2,4,1984,1,301279,14,14,4,2,383681,"HS Diploma","Non-Black/Non-Hispanic"
"1498",2110,1,11,1980,1,312986,12,12,4,2,460868,"HS Diploma","Non-Black/Non-Hispanic"
"1499",2111,1,10,1980,1,312986,12,12,4,2,460868,"HS Diploma","Non-Black/Non-Hispanic"
"1500",2112,2,12,1981,1,266033,12,16,4,6,369363,"PhD","Non-Black/Non-Hispanic"
"1501",2114,1,9,1982,1,293546,12,12,4,3,422523,"AA","Non-Black/Non-Hispanic"
"1502",2115,2,2,1981,1,272986,NA,12,4,1,379016,"GED","Non-Black/Non-Hispanic"
"1503",2116,1,9,1980,1,321166,12,12,4,2,472914,"HS Diploma","Non-Black/Non-Hispanic"
"1504",2117,2,8,1982,1,300735,12,10,4,0,374769,"None","Non-Black/Non-Hispanic"
"1505",2118,1,7,1984,1,302504,12,10,4,2,418884,"HS Diploma","Non-Black/Non-Hispanic"
"1506",2120,1,9,1983,1,255236,17,14,4,2,355788,"HS Diploma","Non-Black/Non-Hispanic"
"1507",2121,1,12,1980,1,304505,NA,14,4,2,448380,"HS Diploma","Non-Black/Non-Hispanic"
"1508",2122,1,4,1983,1,255236,NA,14,4,1,355788,"GED","Non-Black/Non-Hispanic"
"1509",2123,1,4,1981,1,271894,12,16,4,4,379523,"BA","Non-Black/Non-Hispanic"
"1510",2126,2,2,1982,1,290514,12,12,4,2,362031,"HS Diploma","Non-Black/Non-Hispanic"
"1511",2127,2,5,1980,1,326578,14,12,4,3,448523,"AA","Non-Black/Non-Hispanic"
"1512",2129,1,7,1983,1,250421,NA,NA,4,4,349075,"BA","Non-Black/Non-Hispanic"
"1513",2130,1,4,1984,1,281400,12,13,4,4,389660,"BA","Non-Black/Non-Hispanic"
"1514",2132,2,6,1984,1,287584,12,14,4,4,366241,"BA","Non-Black/Non-Hispanic"
"1515",2133,2,5,1982,1,279754,16,12,4,4,348622,"BA","Non-Black/Non-Hispanic"
"1516",2134,1,2,1980,1,249555,14,14,1,2,361952,"HS Diploma","Black"
"1517",2135,2,5,1984,1,222746,12,5,1,2,241575,"HS Diploma","Black"
"1518",2138,1,2,1980,1,298759,12,12,4,1,439920,"GED","Non-Black/Non-Hispanic"
"1519",2139,1,8,1981,1,271011,14,12,4,0,378290,"None","Non-Black/Non-Hispanic"
"1520",2141,1,7,1984,1,291273,NA,12,4,2,403332,"HS Diploma","Non-Black/Non-Hispanic"
"1521",2142,2,1,1983,1,279762,12,12,4,2,360524,"HS Diploma","Non-Black/Non-Hispanic"
"1522",2143,2,6,1984,1,297675,12,12,4,2,379091,"HS Diploma","Non-Black/Non-Hispanic"
"1523",2145,1,1,1980,1,309242,8,12,4,2,455355,"HS Diploma","Non-Black/Non-Hispanic"
"1524",2146,2,2,1983,1,291901,16,16,4,2,376167,"HS Diploma","Non-Black/Non-Hispanic"
"1525",2147,1,2,1981,1,282770,14,14,4,5,394704,"MA","Non-Black/Non-Hispanic"
"1526",2148,2,1,1980,1,329458,18,12,4,2,452478,"HS Diploma","Non-Black/Non-Hispanic"
"1527",2149,1,3,1983,1,262346,19,14,4,4,365698,"BA","Non-Black/Non-Hispanic"
"1528",2150,1,3,1980,1,334610,14,12,4,4,492710,"BA","Non-Black/Non-Hispanic"
"1529",2152,2,11,1980,1,352221,16,NA,4,3,483740,"AA","Non-Black/Non-Hispanic"
"1530",2153,2,6,1982,1,292051,NA,14,4,2,363946,"HS Diploma","Non-Black/Non-Hispanic"
"1531",2157,2,10,1981,1,265103,9,8,4,1,368071,"GED","Non-Black/Non-Hispanic"
"1532",2158,1,2,1983,1,261428,9,8,4,2,364419,"HS Diploma","Non-Black/Non-Hispanic"
"1533",2159,1,2,1982,1,285069,NA,10,4,2,410321,"HS Diploma","Non-Black/Non-Hispanic"
"1534",2160,2,11,1983,1,205273,NA,14,2,2,274551,"HS Diploma","Hispanic"
"1535",2162,1,11,1982,1,287826,19,16,4,2,414290,"HS Diploma","Non-Black/Non-Hispanic"
"1536",2163,2,3,1980,1,331482,17,16,4,4,455257,"BA","Non-Black/Non-Hispanic"
"1537",2164,1,1,1982,1,331482,16,16,4,2,455257,"HS Diploma","Non-Black/Non-Hispanic"
"1538",2165,1,6,1984,1,295126,16,16,4,4,408667,"BA","Non-Black/Non-Hispanic"
"1539",2166,1,3,1982,1,286386,16,16,4,3,412218,"AA","Non-Black/Non-Hispanic"
"1540",2168,1,5,1981,1,274596,NA,16,4,2,383294,"HS Diploma","Non-Black/Non-Hispanic"
"1541",2169,2,12,1984,1,336327,16,16,4,4,428315,"BA","Non-Black/Non-Hispanic"
"1542",2171,2,7,1983,1,316088,NA,20,4,4,407338,"BA","Non-Black/Non-Hispanic"
"1543",2172,1,12,1981,1,306201,NA,14,4,2,427410,"HS Diploma","Non-Black/Non-Hispanic"
"1544",2174,2,1,1981,1,265962,10,12,4,2,369263,"HS Diploma","Non-Black/Non-Hispanic"
"1545",2175,1,11,1982,1,285992,10,12,4,0,411650,"None","Non-Black/Non-Hispanic"
"1546",2176,2,2,1981,1,265962,NA,12,4,2,369263,"HS Diploma","Non-Black/Non-Hispanic"
"1547",2179,2,4,1984,1,293575,12,12,4,2,373871,"HS Diploma","Non-Black/Non-Hispanic"
"1548",2180,2,10,1982,1,285582,NA,15,4,2,355885,"HS Diploma","Non-Black/Non-Hispanic"
"1549",2181,1,6,1982,1,282818,16,16,4,4,407082,"BA","Non-Black/Non-Hispanic"
